301;Airtel;Airtel (“Hola, soy Edu”);Años 90
302;Avecrem ;;1949
303;Coca Light;;Años 80
304;Cola Cao;;1946
305;Heno de Pravia;;Años 60
306;Marie Claire;;Años 50
307;Nestlé Extrafino;;Años 60
308;Seat Terra;;Años 80
309;“Telefónicas”;;Años 70
310;Tinto de Verano;Tinto de Verano. La Casera;Años 80
311;Tren Hotel;;Años 90
312;DDT;;1944
313;Retransmisión futbol;Curiosidad en una retransmisión futbolística. RNE;Años 90
314;Louis Van Gaal;Louis Van Gaal. Entrenador de Fútbol.;Años 90
